longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN
-118.37,34.23,32.0,1444.0,317.0,1177.0,311.0,3.6,164600.0,0,0,0,0
-118.3,34.09,36.0,2332.0,993.0,3155.0,927.0,2.2612,230400.0,0,0,0,0
-122.44,37.79,52.0,2083.0,491.0,1224.0,483.0,4.0882,468800.0,0,0,1,0
-118.28,33.91,41.0,620.0,133.0,642.0,162.0,2.6546,159600.0,0,0,0,0
-118.93,34.4,17.0,3275.0,599.0,2422.0,637.0,3.7092,190500.0,0,0,0,0
-121.35,38.61,25.0,4916.0,1243.0,2140.0,1136.0,2.5511,134100.0,1,0,0,0
-122.07,37.63,24.0,2329.0,465.0,1401.0,453.0,4.5913,177600.0,0,0,1,0
-120.68,35.14,34.0,3100.0,617.0,1155.0,542.0,3.0938,245900.0,0,0,0,1
-121.26,37.96,40.0,535.0,105.0,335.0,102.0,2.5234,62800.0,1,0,0,0
-119.67,34.47,35.0,2700.0,422.0,1995.0,383.0,4.9757,500001.0,0,0,0,0
-118.31,34.11,52.0,1875.0,303.0,735.0,293.0,5.8659,433300.0,0,0,0,0
-122.83,38.58,17.0,5199.0,1023.0,2036.0,890.0,3.2452,168800.0,0,0,0,0
-122.41,37.94,52.0,154.0,33.0,89.0,38.0,3.2875,275000.0,0,0,1,0
-121.51,38.56,43.0,1048.0,312.0,1320.0,294.0,1.0649,137500.0,1,0,0,0
-120.45,34.95,32.0,1574.0,447.0,1772.0,463.0,1.8625,90200.0,0,0,0,0
-118.2,34.04,52.0,1249.0,307.0,1223.0,297.0,2.07,136300.0,0,0,0,0
-119.69,34.43,37.0,2801.0,497.0,1150.0,476.0,5.8311,387700.0,0,0,0,0
-117.23,32.8,27.0,1297.0,355.0,776.0,337.0,2.4643,244400.0,0,0,0,1
-122.45,37.78,52.0,1345.0,291.0,560.0,294.0,3.7159,494400.0,0,0,1,0
-118.09,33.99,34.0,1369.0,270.0,1005.0,272.0,3.692,172600.0,0,0,0,0
-121.92,36.56,39.0,2144.0,538.0,749.0,419.0,2.7039,364000.0,0,0,0,1
-121.87,39.75,22.0,1707.0,296.0,822.0,297.0,3.6625,126600.0,1,0,0,0
-117.76,34.06,33.0,1831.0,486.0,1625.0,472.0,1.9937,103600.0,1,0,0,0
-122.17,37.72,46.0,1369.0,284.0,766.0,289.0,3.5313,159700.0,0,0,1,0
-117.83,33.82,23.0,1100.0,285.0,940.0,267.0,3.6953,150000.0,0,0,0,0
-121.79,38.0,34.0,3090.0,593.0,1588.0,566.0,3.6118,124700.0,1,0,0,0
-117.08,32.69,31.0,2558.0,487.0,1938.0,492.0,3.4875,117000.0,0,0,0,1
-120.38,37.99,36.0,2864.0,603.0,1155.0,565.0,2.3571,113400.0,1,0,0,0
-118.21,33.79,44.0,121.0,29.0,153.0,30.0,2.1964,150000.0,0,0,0,1
-116.38,33.74,7.0,17579.0,3479.0,3581.0,1820.0,4.084,194500.0,1,0,0,0
-121.87,37.39,9.0,2522.0,547.0,1591.0,481.0,4.9091,259700.0,0,0,0,0
-122.38,37.91,18.0,3507.0,711.0,1224.0,676.0,5.0524,269800.0,0,0,1,0
-122.19,37.79,50.0,968.0,195.0,462.0,184.0,2.9844,179900.0,0,0,1,0
-118.18,33.84,35.0,1415.0,294.0,591.0,291.0,2.9798,315600.0,0,0,0,1
-122.27,37.88,52.0,1693.0,391.0,669.0,367.0,3.5417,287500.0,0,0,1,0
-118.27,34.07,38.0,1270.0,556.0,1692.0,450.0,1.87,170800.0,0,0,0,0
-121.02,37.64,42.0,1437.0,307.0,1035.0,284.0,2.1036,88300.0,1,0,0,0
-117.1,33.09,5.0,12045.0,2162.0,5640.0,1997.0,4.4375,353000.0,0,0,0,0
-118.14,34.08,30.0,1433.0,397.0,1110.0,346.0,2.3464,191700.0,0,0,0,0
-121.46,38.54,36.0,1825.0,411.0,1226.0,391.0,1.5292,55700.0,1,0,0,0
-118.19,33.87,35.0,1769.0,436.0,1166.0,386.0,2.875,178300.0,0,0,0,0
-117.36,33.18,26.0,5550.0,1153.0,2372.0,1058.0,2.5509,181800.0,0,0,0,1
-121.86,37.27,19.0,1852.0,268.0,866.0,272.0,5.6139,279500.0,0,0,0,0
-117.34,34.51,6.0,5667.0,1385.0,2447.0,1199.0,2.3617,103100.0,1,0,0,0
-122.39,38.37,33.0,1066.0,191.0,403.0,163.0,6.8,240800.0,0,0,0,0
-118.15,33.86,34.0,2403.0,413.0,1385.0,386.0,4.4934,213800.0,0,0,0,0
-118.25,33.9,36.0,1135.0,231.0,614.0,227.0,2.5521,113100.0,0,0,0,0
-122.47,37.76,49.0,2842.0,670.0,1396.0,648.0,3.2679,345700.0,0,0,1,0
-121.97,37.3,31.0,3340.0,735.0,1891.0,686.0,4.8542,275000.0,0,0,0,0
-118.49,34.14,28.0,3539.0,441.0,1190.0,421.0,10.6796,500001.0,0,0,0,0
-121.82,38.36,26.0,1974.0,364.0,1002.0,362.0,3.3036,210000.0,1,0,0,0
-117.95,33.68,26.0,2249.0,344.0,1311.0,373.0,5.0287,265000.0,0,0,0,0
-118.31,34.07,20.0,3264.0,1248.0,2919.0,1191.0,2.3674,500001.0,0,0,0,0
-117.36,34.48,3.0,16533.0,2549.0,7588.0,2285.0,3.9792,122100.0,1,0,0,0
-122.42,37.76,46.0,2150.0,817.0,2075.0,807.0,1.3824,212500.0,0,0,1,0
-121.51,38.51,33.0,2918.0,439.0,1085.0,427.0,5.5208,171300.0,1,0,0,0
-117.99,33.94,34.0,1519.0,301.0,758.0,304.0,4.3125,214000.0,0,0,0,0
-117.26,32.99,16.0,2127.0,512.0,1532.0,499.0,2.7348,231300.0,0,0,0,1
-118.31,33.79,38.0,1601.0,352.0,711.0,304.0,3.3958,250000.0,0,0,0,0
-118.53,34.45,26.0,828.0,149.0,508.0,158.0,5.2374,185500.0,0,0,0,0
-122.25,37.77,52.0,1038.0,220.0,482.0,215.0,3.1771,210200.0,0,0,1,0
-117.77,33.71,13.0,1939.0,247.0,928.0,244.0,8.1111,379800.0,0,0,0,0
-121.84,36.25,20.0,958.0,245.0,590.0,189.0,2.6094,362500.0,0,0,0,1
-117.46,34.08,18.0,3830.0,750.0,2767.0,702.0,3.6602,120700.0,1,0,0,0
-119.29,36.34,35.0,1235.0,369.0,1246.0,341.0,1.474,71000.0,1,0,0,0
-117.77,33.51,29.0,3590.0,772.0,1070.0,603.0,4.4464,500001.0,0,0,0,0
-118.04,33.92,35.0,2469.0,522.0,2151.0,537.0,3.4219,156200.0,0,0,0,0
-122.17,37.74,47.0,463.0,134.0,327.0,137.0,2.15,97200.0,0,0,1,0
-122.21,38.02,15.0,2150.0,327.0,1094.0,324.0,6.0224,198500.0,0,0,1,0
-118.17,34.18,44.0,1401.0,246.0,607.0,271.0,2.8472,218800.0,0,0,0,0
-118.26,34.23,43.0,1428.0,325.0,836.0,302.0,4.5759,209200.0,0,0,0,0
-120.93,39.9,20.0,1511.0,328.0,791.0,320.0,2.0221,70900.0,1,0,0,0
-117.03,32.61,23.0,1553.0,216.0,778.0,229.0,5.1538,171300.0,0,0,0,1
-119.58,36.1,21.0,1382.0,327.0,1469.0,355.0,1.3967,46500.0,1,0,0,0
-117.21,34.51,17.0,4379.0,629.0,1720.0,595.0,5.086,148400.0,1,0,0,0
-117.97,33.76,28.0,1386.0,272.0,901.0,294.0,4.7464,187500.0,0,0,0,0
-123.64,39.45,21.0,3359.0,677.0,1908.0,642.0,3.0433,140700.0,0,0,0,0
-117.53,33.69,6.0,454.0,102.0,213.0,43.0,10.9704,483300.0,0,0,0,0
-121.88,37.44,20.0,1351.0,372.0,1427.0,394.0,4.4712,144000.0,0,0,0,0
-118.22,33.94,42.0,1046.0,287.0,1218.0,289.0,2.6538,143400.0,0,0,0,0
-118.36,33.88,25.0,2845.0,710.0,1611.0,628.0,3.2049,267400.0,0,0,0,0
-122.24,37.47,36.0,2021.0,433.0,1117.0,432.0,3.929,303100.0,0,0,0,1
-118.21,34.21,41.0,1676.0,263.0,757.0,255.0,4.7734,450800.0,0,0,0,0
-122.38,40.09,16.0,2077.0,388.0,1155.0,389.0,3.1361,84800.0,1,0,0,0
-121.66,36.69,6.0,10613.0,2485.0,7249.0,2375.0,3.7912,168900.0,0,0,0,0
-122.18,39.55,28.0,1471.0,259.0,673.0,246.0,3.25,81600.0,1,0,0,0
-121.55,39.51,48.0,827.0,198.0,396.0,161.0,0.8024,58300.0,1,0,0,0
-118.44,34.19,19.0,3487.0,959.0,2278.0,835.0,2.6709,215500.0,0,0,0,0
-120.98,39.08,20.0,4570.0,906.0,2125.0,815.0,3.0403,148000.0,1,0,0,0
-122.38,37.71,47.0,1088.0,190.0,558.0,166.0,4.2708,207100.0,0,0,1,0
-117.08,34.08,34.0,45.0,11.0,39.0,14.0,3.0625,500001.0,1,0,0,0
-117.94,33.82,27.0,1366.0,326.0,878.0,325.0,3.4,196900.0,0,0,0,0
-122.04,36.97,40.0,1193.0,227.0,570.0,204.0,4.4659,237500.0,0,0,0,1
-117.35,34.01,23.0,3707.0,769.0,1938.0,658.0,2.725,95300.0,1,0,0,0
-121.31,38.71,18.0,3998.0,744.0,2071.0,660.0,4.3836,102000.0,1,0,0,0
-119.8,36.7,28.0,1592.0,304.0,962.0,282.0,1.3304,51300.0,1,0,0,0
-121.29,38.65,27.0,2744.0,464.0,1340.0,452.0,3.8816,147300.0,1,0,0,0
-118.24,33.83,22.0,7368.0,1367.0,4721.0,1342.0,4.8438,213100.0,0,0,0,0
-122.15,37.46,30.0,4198.0,1244.0,2678.0,1147.0,3.6712,308600.0,0,0,1,0
-116.96,33.62,8.0,1003.0,167.0,388.0,140.0,4.2917,221900.0,1,0,0,0
-118.32,34.17,45.0,3448.0,690.0,1562.0,643.0,4.0648,258800.0,0,0,0,0
-118.38,34.06,50.0,1509.0,291.0,690.0,259.0,6.2344,500001.0,0,0,0,0
-122.34,37.55,25.0,4470.0,518.0,1507.0,504.0,13.3913,500001.0,0,0,0,1
-121.89,37.38,3.0,4778.0,1047.0,2522.0,990.0,5.7695,271400.0,0,0,0,0
-122.16,37.75,46.0,954.0,161.0,429.0,154.0,2.925,142900.0,0,0,1,0
-122.18,37.77,27.0,909.0,236.0,396.0,157.0,2.0786,97500.0,0,0,1,0
-122.32,38.32,26.0,2710.0,498.0,1439.0,484.0,5.0,175200.0,0,0,1,0
-118.14,33.97,29.0,1846.0,530.0,2576.0,528.0,2.63,156000.0,0,0,0,0
-118.12,33.96,34.0,2863.0,451.0,1243.0,466.0,6.0723,297200.0,0,0,0,0
-117.85,33.79,40.0,1251.0,336.0,729.0,343.0,2.4688,236400.0,0,0,0,0
-120.48,37.32,13.0,3641.0,897.0,1737.0,788.0,2.1418,130600.0,1,0,0,0
-117.96,34.71,32.0,3511.0,646.0,1733.0,510.0,3.46,123900.0,1,0,0,0
-118.91,35.4,10.0,3587.0,774.0,1398.0,763.0,2.569,113000.0,1,0,0,0
-118.35,34.22,41.0,1560.0,374.0,1668.0,389.0,3.025,154300.0,0,0,0,0
-117.93,33.65,29.0,1253.0,375.0,1198.0,362.0,3.5179,225000.0,0,0,0,0
-117.08,32.66,43.0,1004.0,236.0,839.0,235.0,2.81,103400.0,0,0,0,1
-118.15,34.15,52.0,275.0,123.0,273.0,111.0,1.1667,500001.0,0,0,0,0
-122.36,37.94,26.0,1540.0,343.0,1007.0,338.0,1.3365,72900.0,0,0,1,0
-121.97,37.35,30.0,1955.0,435.0,999.0,386.0,4.6328,287100.0,0,0,0,0
-118.01,33.69,3.0,945.0,115.0,337.0,123.0,11.5199,500001.0,0,0,0,0
-117.04,32.55,15.0,2206.0,648.0,2511.0,648.0,1.6348,93200.0,0,0,0,1
-117.93,33.84,26.0,2811.0,612.0,1374.0,566.0,3.475,282500.0,0,0,0,0
-118.05,34.02,31.0,40.0,8.0,25.0,7.0,2.125,375000.0,0,0,0,0
-119.33,36.31,17.0,2401.0,409.0,1100.0,409.0,4.0577,107300.0,1,0,0,0
-122.33,37.58,40.0,2362.0,468.0,992.0,425.0,4.7917,359900.0,0,0,0,1
-118.58,34.2,21.0,2979.0,744.0,1824.0,692.0,3.5,223700.0,0,0,0,0
-121.91,37.26,32.0,3983.0,876.0,1989.0,794.0,3.5625,255200.0,0,0,0,0
-117.14,32.81,34.0,1748.0,294.0,800.0,294.0,4.4886,179100.0,0,0,0,1
-119.02,35.35,38.0,1472.0,305.0,670.0,282.0,2.2407,76000.0,1,0,0,0
-117.23,33.22,16.0,3224.0,729.0,1036.0,608.0,2.0246,148800.0,0,0,0,0
-122.41,37.8,52.0,3697.0,837.0,1446.0,711.0,5.866,500001.0,0,0,1,0
-118.3,33.95,36.0,1786.0,418.0,1367.0,393.0,1.5078,99600.0,0,0,0,0
-118.03,33.96,37.0,1745.0,365.0,1022.0,368.0,4.0536,171400.0,0,0,0,0
-118.3,34.25,36.0,1300.0,304.0,688.0,261.0,3.1523,176700.0,0,0,0,0
-119.72,36.8,16.0,2396.0,526.0,1338.0,518.0,2.1653,78800.0,1,0,0,0
-123.37,39.43,32.0,2780.0,470.0,1281.0,479.0,3.588,96000.0,0,0,0,0
-121.84,36.62,26.0,32.0,8.0,27.0,10.0,2.225,150000.0,0,0,0,0
-116.57,33.94,29.0,551.0,166.0,224.0,107.0,1.1917,50000.0,1,0,0,0
-118.2,33.94,45.0,1818.0,408.0,1705.0,373.0,4.0441,157500.0,0,0,0,0
-117.35,33.98,31.0,4163.0,1242.0,3928.0,1076.0,1.6943,85900.0,1,0,0,0
-122.41,37.75,52.0,1919.0,404.0,1483.0,421.0,3.4063,253900.0,0,0,1,0
-122.26,38.28,24.0,2831.0,502.0,1462.0,503.0,4.5,158300.0,0,0,1,0
-121.75,39.88,16.0,2867.0,559.0,1203.0,449.0,2.7143,95300.0,1,0,0,0
-118.22,33.96,42.0,1380.0,331.0,1290.0,288.0,2.8,161800.0,0,0,0,0
-119.46,36.6,18.0,1404.0,226.0,754.0,229.0,3.9844,118100.0,1,0,0,0
-118.21,34.04,43.0,1502.0,477.0,1844.0,477.0,1.9405,152500.0,0,0,0,0
-122.26,38.03,41.0,1631.0,282.0,752.0,288.0,3.9345,150200.0,0,0,1,0
-117.17,32.72,44.0,626.0,256.0,572.0,229.0,1.5909,262500.0,0,0,0,1
-118.88,34.17,15.0,4260.0,435.0,1701.0,669.0,5.1033,410700.0,0,0,0,0
-120.57,38.35,17.0,1504.0,358.0,661.0,250.0,2.2604,84800.0,1,0,0,0
-117.24,32.8,30.0,1917.0,462.0,828.0,437.0,2.4671,276300.0,0,0,0,1
-121.97,36.98,17.0,2813.0,497.0,1337.0,477.0,3.7083,252400.0,0,0,0,1
-120.6,38.76,22.0,1236.0,273.0,615.0,248.0,3.0217,106900.0,1,0,0,0
-117.87,34.08,33.0,3630.0,800.0,2257.0,796.0,3.2469,206900.0,0,0,0,0
-119.3,36.34,45.0,3723.0,831.0,2256.0,770.0,1.8299,63100.0,1,0,0,0
-118.36,34.02,43.0,1356.0,333.0,796.0,329.0,1.7159,189700.0,0,0,0,0
-117.91,33.65,19.0,1589.0,421.0,1118.0,394.0,4.1029,213400.0,0,0,0,0
-121.89,37.82,4.0,11444.0,1355.0,3898.0,1257.0,13.2949,500001.0,1,0,0,0
-118.41,33.88,34.0,540.0,107.0,213.0,104.0,6.3403,500001.0,0,0,0,0
-121.28,38.53,18.0,224.0,38.0,95.0,41.0,3.1042,165000.0,1,0,0,0
-118.33,34.01,47.0,1320.0,259.0,653.0,291.0,3.7727,193000.0,0,0,0,0
-120.38,40.98,27.0,777.0,185.0,318.0,115.0,1.6833,40000.0,1,0,0,0
-121.91,37.42,19.0,1684.0,387.0,1224.0,376.0,4.1389,174100.0,0,0,0,0
-118.29,34.18,52.0,1602.0,265.0,667.0,251.0,5.049,323500.0,0,0,0,0
-115.55,32.8,23.0,666.0,142.0,580.0,160.0,2.1136,61000.0,1,0,0,0
-118.05,34.05,36.0,1084.0,202.0,920.0,199.0,3.7279,162200.0,0,0,0,0
-120.87,37.6,32.0,4579.0,914.0,2742.0,856.0,2.6619,86200.0,1,0,0,0
-118.27,33.82,33.0,1596.0,337.0,1650.0,329.0,4.3687,173500.0,0,0,0,0
-117.29,34.13,52.0,2424.0,528.0,1171.0,455.0,1.4815,77900.0,1,0,0,0
-117.92,33.57,37.0,3355.0,492.0,921.0,366.0,7.2988,500001.0,0,0,0,1
-120.92,39.56,48.0,1276.0,292.0,358.0,145.0,1.875,66600.0,1,0,0,0
-118.14,34.14,17.0,3404.0,1011.0,1694.0,949.0,2.9511,282300.0,0,0,0,0
-119.78,34.48,21.0,2377.0,322.0,1007.0,328.0,7.9248,500001.0,0,0,0,1
-122.22,37.79,52.0,3424.0,690.0,2273.0,685.0,3.9048,164700.0,0,0,1,0
-118.47,33.99,37.0,2155.0,721.0,1082.0,637.0,3.4071,267500.0,0,0,0,0
-118.41,34.02,27.0,2224.0,618.0,1594.0,625.0,3.0833,315500.0,0,0,0,0
-117.96,33.66,19.0,5925.0,744.0,2302.0,729.0,7.5699,333300.0,0,0,0,0
-118.3,34.04,35.0,1090.0,345.0,1605.0,330.0,2.1518,152800.0,0,0,0,0
-122.24,37.79,39.0,1469.0,431.0,1464.0,389.0,2.1638,105500.0,0,0,1,0
-118.2,34.02,49.0,1098.0,317.0,1411.0,301.0,2.75,146000.0,0,0,0,0
-118.12,33.82,43.0,1544.0,286.0,701.0,298.0,4.1375,226000.0,0,0,0,0
-118.1,33.83,36.0,2000.0,343.0,956.0,352.0,5.3735,234400.0,0,0,0,0
-119.35,36.22,29.0,2051.0,351.0,915.0,343.0,3.1944,106800.0,1,0,0,0
-118.06,33.73,16.0,4392.0,602.0,1490.0,578.0,10.5424,500001.0,0,0,0,0
-119.9,36.2,43.0,187.0,38.0,106.0,40.0,1.875,137500.0,1,0,0,0
-121.91,37.29,18.0,3597.0,664.0,1321.0,593.0,5.3077,351400.0,0,0,0,0
-118.42,33.96,24.0,4393.0,966.0,1257.0,579.0,5.0714,356100.0,0,0,0,0
-118.13,34.15,24.0,1125.0,341.0,579.0,321.0,2.8125,141700.0,0,0,0,0
-121.62,39.11,11.0,3519.0,577.0,1459.0,549.0,4.2792,123800.0,1,0,0,0
-117.7,34.0,15.0,4905.0,711.0,2711.0,762.0,5.7021,193100.0,1,0,0,0
-118.42,33.93,39.0,2988.0,605.0,1466.0,610.0,4.9286,341400.0,0,0,0,0
-120.64,35.46,6.0,5876.0,1406.0,2877.0,1304.0,2.5437,146400.0,0,0,0,0
-118.48,34.04,47.0,1956.0,277.0,724.0,277.0,8.9616,500001.0,0,0,0,0
-117.87,33.75,18.0,697.0,255.0,812.0,221.0,2.6635,162500.0,0,0,0,0
-120.97,37.84,28.0,2368.0,430.0,1231.0,403.0,2.883,141900.0,1,0,0,0
-121.29,38.68,12.0,5098.0,1094.0,2029.0,1065.0,3.5444,132500.0,1,0,0,0
-117.69,34.13,8.0,2915.0,371.0,1271.0,354.0,7.9627,345400.0,1,0,0,0
-118.44,34.0,41.0,1562.0,377.0,874.0,368.0,4.1083,324300.0,0,0,0,0
-117.97,33.78,35.0,3148.0,597.0,2110.0,587.0,3.9479,203800.0,0,0,0,0
-121.35,38.03,8.0,1904.0,255.0,895.0,242.0,5.7201,155700.0,1,0,0,0
-117.4,34.11,14.0,1933.0,347.0,1443.0,376.0,4.2121,128100.0,1,0,0,0
-119.59,34.43,28.0,2718.0,542.0,1066.0,442.0,4.2059,500001.0,0,0,0,0
-118.59,34.11,35.0,2396.0,472.0,1054.0,457.0,6.4504,407000.0,0,0,0,0
-122.43,37.77,52.0,3944.0,1072.0,1913.0,973.0,2.9567,425000.0,0,0,1,0
-118.3,34.01,52.0,1444.0,343.0,1154.0,334.0,2.0625,134400.0,0,0,0,0
-122.28,37.86,52.0,1659.0,367.0,788.0,346.0,2.8214,164300.0,0,0,1,0
-117.92,34.0,36.0,116.0,30.0,193.0,35.0,3.8125,136300.0,0,0,0,0
-121.79,36.85,28.0,1049.0,235.0,705.0,208.0,2.7321,150000.0,0,0,0,1
-118.08,33.81,21.0,1189.0,281.0,577.0,264.0,3.3155,237500.0,0,0,0,0
-118.19,34.1,39.0,2054.0,423.0,1205.0,403.0,4.239,213000.0,0,0,0,0
-118.74,34.26,22.0,4337.0,673.0,2347.0,636.0,5.4091,222400.0,0,0,0,0
-119.01,35.38,52.0,114.0,26.0,158.0,26.0,1.075,67500.0,1,0,0,0
-117.71,33.6,25.0,1949.0,459.0,602.0,428.0,2.7601,72500.0,0,0,0,0
-122.24,37.77,43.0,955.0,284.0,585.0,266.0,2.3882,162500.0,0,0,1,0
-118.02,33.73,26.0,3711.0,610.0,1902.0,597.0,5.5599,234100.0,0,0,0,0
-122.16,37.77,47.0,1256.0,435.0,570.0,218.0,4.375,161900.0,0,0,1,0
-121.92,37.33,52.0,2962.0,557.0,1215.0,506.0,4.7768,301100.0,0,0,0,0
-121.64,39.22,37.0,1189.0,248.0,627.0,219.0,3.8611,100000.0,1,0,0,0
-118.46,34.32,10.0,5777.0,1112.0,2917.0,1056.0,4.1514,194100.0,0,0,0,0
-122.27,37.87,52.0,3084.0,698.0,1424.0,694.0,2.7372,210200.0,0,0,1,0
-122.29,37.48,15.0,5480.0,892.0,2009.0,831.0,7.4678,500001.0,0,0,0,1
-117.21,32.83,28.0,3241.0,533.0,1334.0,513.0,4.1806,199600.0,0,0,0,1
-117.86,33.74,9.0,525.0,171.0,1257.0,165.0,3.375,165300.0,0,0,0,0
-117.27,32.84,34.0,1655.0,450.0,870.0,411.0,3.2109,376000.0,0,0,0,1
-117.44,33.88,5.0,2589.0,351.0,1109.0,360.0,6.8089,334100.0,1,0,0,0
-118.19,34.04,34.0,1011.0,274.0,1164.0,262.0,2.8542,146900.0,0,0,0,0
-117.14,33.23,11.0,4068.0,829.0,918.0,500.0,3.1272,281300.0,0,0,0,0
-122.78,38.41,43.0,1351.0,277.0,1011.0,297.0,2.5917,144000.0,0,0,0,0
-121.46,39.54,14.0,5549.0,1000.0,1822.0,919.0,2.9562,142300.0,1,0,0,0
-117.12,32.75,20.0,1406.0,413.0,850.0,412.0,2.3261,114600.0,0,0,0,1
-122.28,37.86,52.0,3007.0,691.0,1582.0,636.0,2.5652,157700.0,0,0,1,0
-122.42,37.81,52.0,1314.0,317.0,473.0,250.0,4.3472,500001.0,0,0,1,0
-117.88,33.71,30.0,1739.0,359.0,1914.0,369.0,3.5551,185200.0,0,0,0,0
-122.27,37.9,52.0,2041.0,270.0,671.0,253.0,6.9414,417500.0,0,0,1,0
-122.49,38.1,43.0,1226.0,244.0,491.0,205.0,4.9286,307000.0,0,0,1,0
-117.86,34.24,52.0,803.0,267.0,628.0,225.0,4.1932,14999.0,1,0,0,0
-116.99,32.72,11.0,1112.0,164.0,441.0,174.0,4.7679,169500.0,0,0,0,0
-117.09,32.66,38.0,833.0,206.0,570.0,182.0,1.8333,127100.0,0,0,0,1
-121.75,36.77,25.0,1851.0,418.0,1678.0,390.0,3.2937,135300.0,0,0,0,0
-117.99,33.84,31.0,2982.0,547.0,1895.0,570.0,4.9115,255500.0,0,0,0,0
-118.58,34.06,25.0,4440.0,693.0,1560.0,636.0,8.8666,500001.0,0,0,0,0
-122.05,37.34,31.0,1443.0,215.0,627.0,222.0,6.6087,416500.0,0,0,0,0
-118.39,34.09,28.0,2347.0,608.0,785.0,548.0,4.4167,425000.0,0,0,0,0
-121.45,38.62,38.0,2419.0,605.0,1696.0,503.0,1.4861,63100.0,1,0,0,0
-116.37,33.19,12.0,4890.0,1152.0,1289.0,570.0,2.5795,98700.0,1,0,0,0
-121.49,38.58,52.0,2151.0,664.0,1146.0,603.0,1.4034,90300.0,1,0,0,0
-116.46,33.78,33.0,2565.0,745.0,2301.0,638.0,2.5477,83000.0,1,0,0,0
-118.12,33.84,37.0,2143.0,382.0,1047.0,377.0,4.4423,216000.0,0,0,0,0
-118.29,34.09,29.0,2240.0,792.0,2254.0,739.0,2.3317,172500.0,0,0,0,0
-118.06,33.72,14.0,2665.0,331.0,964.0,319.0,15.0001,500001.0,0,0,0,1
-122.55,38.0,18.0,3119.0,803.0,1395.0,722.0,3.9265,301100.0,0,0,1,0
-122.3,37.9,41.0,2053.0,435.0,873.0,415.0,3.4091,223000.0,0,0,1,0
-122.06,40.55,17.0,3057.0,577.0,1497.0,556.0,3.5189,101000.0,1,0,0,0
-118.38,34.16,46.0,2609.0,593.0,1055.0,585.0,3.3177,309400.0,0,0,0,0
-118.29,33.75,37.0,1319.0,292.0,766.0,285.0,2.7031,218900.0,0,0,0,1
-118.2,34.14,52.0,2090.0,466.0,1219.0,390.0,4.0909,204200.0,0,0,0,0
-122.47,37.69,34.0,1954.0,357.0,1130.0,367.0,4.6447,304500.0,0,0,0,1
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,0,0,1,0
-121.25,40.27,25.0,958.0,245.0,28.0,16.0,2.625,67500.0,1,0,0,0
-117.25,34.16,31.0,1516.0,238.0,596.0,255.0,4.3362,159400.0,1,0,0,0
-121.58,39.76,18.0,1676.0,332.0,733.0,318.0,1.7875,103800.0,1,0,0,0
-122.02,37.31,33.0,2563.0,434.0,1230.0,418.0,6.3197,340100.0,0,0,0,0
-120.44,37.31,21.0,6911.0,1341.0,3967.0,1297.0,3.0515,95200.0,1,0,0,0
-121.51,38.79,29.0,1716.0,323.0,850.0,282.0,2.9324,137500.0,1,0,0,0
-122.2,37.77,41.0,1547.0,415.0,1024.0,341.0,2.0562,102000.0,0,0,1,0
-118.39,34.04,41.0,101.0,23.0,85.0,30.0,4.125,237500.0,0,0,0,0
-117.81,33.63,17.0,4477.0,610.0,1798.0,612.0,8.1093,410400.0,0,0,0,0
-118.53,34.45,10.0,5509.0,969.0,3002.0,959.0,5.5981,220100.0,0,0,0,0
-119.84,36.82,17.0,2807.0,376.0,996.0,353.0,5.5357,167700.0,1,0,0,0
-121.89,37.33,49.0,658.0,318.0,467.0,316.0,0.7068,200000.0,0,0,0,0
-121.87,37.42,25.0,4430.0,729.0,2685.0,721.0,5.6965,261100.0,0,0,0,0
-118.18,33.77,30.0,1418.0,439.0,720.0,417.0,2.6371,159400.0,0,0,0,1
-122.13,37.68,45.0,2457.0,445.0,1129.0,422.0,4.0588,182800.0,0,0,1,0
-120.59,35.12,27.0,3055.0,677.0,1407.0,610.0,2.1702,179700.0,0,0,0,0
-122.02,37.53,21.0,4280.0,673.0,2216.0,681.0,5.7072,242200.0,0,0,1,0
-117.76,33.72,14.0,3011.0,388.0,1359.0,371.0,7.9739,368700.0,0,0,0,0
-122.46,37.71,39.0,2076.0,482.0,1738.0,445.0,3.1958,232100.0,0,0,0,1
-119.79,36.79,26.0,1700.0,423.0,909.0,386.0,2.256,64500.0,1,0,0,0
-119.06,34.37,32.0,3885.0,759.0,2504.0,736.0,3.6453,201700.0,0,0,0,0
-118.03,33.79,32.0,3191.0,634.0,1718.0,611.0,4.1548,216600.0,0,0,0,0
-121.21,37.81,12.0,3667.0,640.0,2173.0,652.0,5.0369,163900.0,1,0,0,0
-118.04,34.13,39.0,2485.0,382.0,1072.0,342.0,6.0878,430200.0,1,0,0,0
-119.1,35.33,4.0,6640.0,898.0,3121.0,902.0,6.759,170300.0,1,0,0,0
-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,4.0417,99300.0,1,0,0,0
-118.3,33.94,36.0,2041.0,531.0,1390.0,464.0,2.0114,99300.0,0,0,0,0
-121.97,38.35,17.0,5678.0,1116.0,3182.0,1135.0,3.7388,122000.0,1,0,0,0
